Sensor Name,Variable,Units,Timestamp,Value,Flagged as Suspect Reading,Location (WKT),Ground Height Above Sea Level,Sensor Height Above Ground,Broker Name,Third Party,Sensor Centroid Longitude,Sensor Centroid Latitude,Right_Sensor Name,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 06:00,16.5,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 06:15,16.5,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 06:30,16.5,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 06:45,16.5,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 07:00,16.60000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 07:15,16.89999962,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 07:30,17,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 07:45,17.10000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 08:00,17.29999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 08:15,17.39999962,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 08:30,17.60000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 08:45,17.79999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 09:00,18,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 09:15,18.39999962,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 09:30,18.79999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 09:45,19.20000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 10:00,19.70000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 10:15,20.10000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 10:30,20.20000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 10:45,20.29999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 11:00,20.39999962,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 11:15,20.70000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 11:30,21.60000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 11:45,22.20000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 12:00,22.29999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 12:15,22.29999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 12:30,22.20000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 12:45,22.39999962,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 13:00,22.79999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 13:15,23.60000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 13:30,23.60000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 13:45,23.20000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 14:00,22.89999962,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 14:15,22.60000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 14:30,22.29999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 14:45,22.20000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 15:00,22.10000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 15:15,22.10000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 15:30,22.20000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 15:45,22.20000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 16:00,22.5,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 16:15,22.79999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 16:30,22.70000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 16:45,22.70000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 17:00,22.70000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 17:15,22.79999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 17:30,22.89999962,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 17:45,23,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 18:00,23.20000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 18:15,23.29999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 18:30,23.29999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 18:45,23.20000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 19:00,23,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 19:15,23,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 19:30,22.70000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 19:45,22.39999962,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 20:00,22,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 20:15,21.60000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 20:30,21.29999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 20:45,21,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 21:00,20.70000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 21:15,20.29999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 21:30,20,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 21:45,19.70000076,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 22:00,19.5,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 22:15,19.29999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 22:30,19.10000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 22:45,18.79999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 23:00,18.60000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 23:15,18.39999962,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 23:30,18.29999924,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1758150,Temperature,Celsius,21/07/2018 23:45,18.10000038,FALSE,POINT (-1.61273 54.97575),47.06000137,2,Air Monitors,FALSE,-1.61273,54.97575,PER_AIRMON_MESH1758150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 00:15,16.5,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 00:30,16.60000038,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 00:45,16.70000076,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 01:00,16.70000076,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 01:15,16.70000076,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 01:30,16.70000076,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 01:45,16.70000076,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 02:00,16.70000076,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 02:15,16.70000076,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 02:30,16.60000038,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 02:45,16.5,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 03:00,16.5,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 03:15,16.39999962,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 03:30,16.39999962,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 03:45,16.29999924,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 04:00,16.20000076,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 04:15,16.29999924,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 04:30,16.20000076,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 04:45,16.10000038,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 05:00,16.10000038,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 05:15,16.10000038,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 05:30,16.20000076,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 05:45,16.29999924,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 06:00,16.39999962,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 06:15,16.39999962,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 06:30,16.39999962,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 06:45,16.5,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 07:00,16.60000038,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 07:15,16.79999924,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 07:30,17,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 07:45,17.10000038,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 08:00,17.29999924,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 08:15,17.5,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 08:30,17.70000076,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 08:45,17.89999962,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 09:00,18.29999924,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 09:15,18.79999924,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 09:30,19.10000038,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 09:45,19.5,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 10:00,20,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 10:15,20.10000038,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 10:30,20.10000038,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 10:45,20.10000038,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 11:00,20.10000038,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 11:15,20.29999924,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 11:30,21,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 11:45,21.5,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 12:00,21.70000076,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 12:15,21.89999962,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 12:30,21.89999962,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 12:45,21.79999924,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
PER_AIRMON_MESH1759150,Temperature,Celsius,21/07/2018 13:00,22,FALSE,POINT (-1.613355 54.977854),47.77999878,2,Air Monitors,FALSE,-1.613355,54.977854,PER_AIRMON_MESH1759150,,
